Project-Title,Instructables-link,Creator,Subcategory,Favorites,Views
Plow Disk Wok. ,/id/Plow-Disk-Wok/,Joshuat5,Camping,54,9400
Ultra-light Insulated Backpacking Mug for 20 CENTS!,/id/Ultra-light-Insulated-Backpacking-Mug-for-20-CENTS/,Niii Pawww,Camping,69,13000
GRAPE GAP,/id/GRAPE-GAP/,iceng,Backyard,9,1100
Easy 4x8 Expandable Raised Bed ,/id/Easy-4x8-Expandable-Raised-Bed/,thebrownie,Backyard,86,3000
Trenching machine from a burnt angle grinder,/id/Trenching-Machine-From-a-Burnt-Angle-Grinder/,Ugofirst,Backyard,32,6900
Making a grill from junk,/id/Making-a-Grill-From-Junk/,_diyMATT,Backyard,67,5000
Bicycle riding magnetic skirt band,/id/Bicycle-Riding-Magnetic-Skirt-Band/,Maje Zmaje,Bikes,33,3500
The Best Bluetooth for your Boat (v0.1),/id/The-Best-Bluetooth-for-Your-Boat-v01/,WAC_IDEAWORKS,Boats,322,29000
Simple Cardboard fire starter from a tuna can(Video),/id/Simple-Fire-Starter-From-a-Tuna-CanVideo/,MiiBooth,Camping,185,7400
Add Wrist Seals to Your Raincoat,/id/Add-Wrist-Seals-to-Your-Raincoat/,schouw,Water,45,2700
Bicycle Flower Bell,/id/Bicycle-Flower-Bell/,Maje Zmaje,Bikes,16,1100
Grape Vine Trellis From a Salvaged Split-Rail Fence,/id/Grape-Vine-Trellis-From-a-Salvaged-Split-Rail-Fenc/,JustinaReisch,Backyard,26,1600
Steampunk Time Traveler Street Cart-time Machine,/id/Steampunk-Time-Traveler-Street-Cart-time-Machine/,prototype_mechanic,Bikes,32,3800
Juicy Bird Feeder,/id/Juicy-Bird-Feeder/,girlsinthehall,Birding,8,890
Manual Chainsaw,/id/Manual-Chainsaw/,CobyUnger,Survival,945,89000
How to Buy an Ex-Ambulance,/id/How-to-Buy-an-Ex-Ambulance/,ambercollective,Camping,562,217000
Dryer lint fire starter,/id/Dryer-Lint-Fire-Starter/,Loblaw,Camping,67,6900
51 Cent-ish Fishing Lure,/id/51-Cent-ish-Fishing-Lure/,Jobar007,Fishing,68,7800
How to make a Thule Portage™ canoe carrier for about $11,/id/How-to-Make-a-Thule-Portage-Canoe-Carrier-for-Abou/,chilihook,Boats,36,6200
Solar Bicycle Taillight,/id/Solar-Bicycle-Taillight/,SWJTUyuhui,Bikes,20,1700
DIY Hammock Underquilt/Sleeping Bag,/id/DIY-Hammock-UnderquiltSleeping-Bag/,r570,Camping,119,17000
How To Make A Bike Rim Bottle Opener,/id/How-to-Make-a-Bike-Rim-Bottle-Opener/,SCHLEPIC,Bikes,70,4400
How to Make a Bug Hotel,/id/How-to-Make-a-Bug-Hotel/,SheepiAnna,Camping,13,1700
"Mountain Bike ""Pack Mule""",/id/Extreme-Bike-Storage/,OutdoorsGuy,Bikes,78,2800
D.I.Y. Oldskool Cruiser Skateboard ,/id/DIY-Oldskool-Cruiser-Skateboard/,ladymda,Skateboarding,16,2000
How to Build an Artboat! ,/id/How-to-Build-an-Artboat/,reefhugger,Boats,34,2700
Backpacking Tips and Tricks,/id/Backpacking-Tips-and-Tricks/,ben maisel,Survival,696,143000
Peddle Raft,/id/Peddle-Raft/,KathrynSinger,Water,22,2600
Kayak Canopy,/id/Kayak-Canopy/,theredsurfer,Water,114,12000
Beachy Low Maintenance Backyard Fire Pit Tutorial,/id/Beachy-Low-Maintenance-Backyard-Fire-Pit-Tutorial/,GrandmasHouseDIY,Backyard,21,2000
Roof Rack Shower for Outdoor Activities,/id/Roof-Rack-Shower-for-Outdoor-Activities/,Joshuat5,Camping,154,27000
"Essential Oils Ant Barrier, Ant Stop for Bird Feeders",/id/Essential-Oils-Ant-Barrier-Ant-Stop-for-Bird-Feede/,wesleyTyler,Birding,24,1400
How to carve a flax boat,/id/How-to-Carve-a-Flax-Boat/,JacksonProjects,Water,30,1900
Leather National Parks Passport Stamp Journal,/id/Leather-National-Parks-Passport-Stamp-Journal/,Cherzer,Camping,124,6400
Camp Sink - Temporary Hand Washing Station,/id/Camp-Sink-Temporary-Hand-Washing-Station/,WaterWorksLife,Camping,189,19000
12V LED aluminum garden lights,/id/12V-LED-Aluminum-Garden-Lights/,mattcabb,Backyard,179,7100
"DIY Chimney Flue Cap for Shed, Pizza Oven or Outdoor Wood Burner",/id/DIY-Chimney-Flue-Cap-for-Shed-Pizza-Oven-or-Outdoo/,leeroystake,Backyard,27,3700
Portable Mini Camp/Survival Stove,/id/Portable-Mini-CampSurvival-Stove/,Henrypkc,Camping,53,4500
How to belay with an ATC belay device,/id/How-to-Belay-With-an-ATC-Belay-Device/,Niii Pawww,Climbing,30,7600
Aquarium Filtration: Moving Bed Biofilm Reactor (MBBR),/id/Aquarium-Filtration-Moving-Bed-Biofilm-Reactor-MBB/,WaterWorksLife,Water,83,6100
Solar Charging phone charger on steroids. Intro and parts.,/id/Solar-Charging-Phone-Charger-on-Steroids-Intro-and/,ThriftStore Hacker,Camping,85,3300
Cool Shield for Water Gun Fight (Bonus: How to Set Up a GREAT Water Gun Fight),/id/Cool-Shield-for-Water-Gun-Fight-Bonus-How-to-Set-U/,darlingtom,Launchers,14,1700
"Wood pile ""book end"" supports from pallet",/id/Wood-Pile-book-End-Supports-From-Pallet/,dr_phil,Fire,33,1900
SUP From Whitewater Canoe,/id/SUP-From-Whitewater-Canoe/,jaoami,Water,19,2100
Bike Tire Blowout! How to Fix-a-Flat,/id/Bike-Tire-Blowout-Fix-a-Flat/,woldini,Bikes,34,10000
Fix and Strengthen Broken Dog Cable,/id/Fix-and-Strengthen-Broken-Dog-Cable/,MTKapp27,Backyard,15,5200
Fly Dryer / Floating Keychain ,/id/Fly-Dryer-Floating-Keychain/,NathanW85,Fishing,76,2400
Tree Platform,/id/Tree-Platform/,alexsmaf,Camping,138,6800
Family Hammock made from recycled flags,/id/Family-Hammock-Made-From-Recycled-Flags/,thijsv,Camping,48,4400
How to Car-Camp in the Rain: 11 Lifehacks,/id/How-to-Car-Camp-in-the-Rain-11-Lifehacks/,hchute,Camping,823,376000
Weber BBQ Table,/id/Weber-BBQ-Table/,BillT69,Backyard,219,41000
leather bush-knife sheath,/id/Leather-Bush-knife-Sheath/,rshulman,Camping,129,5100
Brompton Bike Hidden Storage Cupboard,/id/Brompton-Bike-Hidden-Storage-Cupboard/,oliverb,Bikes,59,4900
Bug House for Kids,/id/Bug-House-for-Kids/,licheness,Backyard,22,937
How to Shave With an Axe,/id/how-to-shave-with-an-axe/,mikeasaurus,Survival,501,136000
Mounting Solar Power Bank without Bike Mount,/id/Mounting-Solar-Power-Bank-Without-Bike-Mount/,IbniH,Survival,21,2900
Restoring  a Vintage 1950's bicycle,/id/Refurbish-a-Vintage-1950s-Bike/,jveazey,Bikes,36,2600
CAMP STORAGE / COOKING STATION,/id/CAMP-STORAGE-COOKING-STATION/,msqard2304,Camping,195,10000
Catfish and Snapping Turtle Bait Bags,/id/Catfish-and-Snapping-Turtle-Bait-Bags/,DiyWaterDog,Fishing,44,3700
Tomahawk Survival Axe (that Opens Beers!),/id/Tomahawk-Survival-Axe-that-Opens-Beers/,Benne,Survival,800,56000
Dragon's Teeth Paracord Bracelet,/id/Dragons-Teeth-Paracord-Bracelet/,BroadKaymon,Paracord,306,15000
Bicycle Trailer,/id/Bicycle-Trailer/,ianpallen,Bikes,65,3000
Gazebo - Part 1 Foundation - Overview,/id/Gazebo-Part-1-Foundation-Overview/,swimspud,Backyard,96,3900
Gazebo - Part 2 Pavers - Overview,/id/Gazebo-Part-2-Pavers-Overview/,swimspud,Backyard,69,1500
Gazebo - Part 3 Structure and Bench,/id/Gazebo-Part-3-Structure-and-Bench/,swimspud,Backyard,82,1900
Leather / Rubber Table Tennis Bat,/id/Leather-Rubber-Table-Tennis-Bat/,niosey03,Sports,15,1200
Brompton Bike Hidden Storage Cupboard,/id/Brompton-Bike-Hidden-Storage-Cupboard/,oliverb,Bikes,59,4900
Bug House for Kids,/id/Bug-House-for-Kids/,licheness,Backyard,22,944
How to Shave With an Axe,/id/how-to-shave-with-an-axe/,mikeasaurus,Survival,501,136000
Mounting Solar Power Bank without Bike Mount,/id/Mounting-Solar-Power-Bank-Without-Bike-Mount/,IbniH,Survival,21,2900
Restoring  a Vintage 1950's bicycle,/id/Refurbish-a-Vintage-1950s-Bike/,jveazey,Bikes,36,2600
CAMP STORAGE / COOKING STATION,/id/CAMP-STORAGE-COOKING-STATION/,msqard2304,Camping,195,10000
Catfish and Snapping Turtle Bait Bags,/id/Catfish-and-Snapping-Turtle-Bait-Bags/,DiyWaterDog,Fishing,45,3700
Tomahawk Survival Axe (that Opens Beers!),/id/Tomahawk-Survival-Axe-that-Opens-Beers/,Benne,Survival,801,56000
Dragon's Teeth Paracord Bracelet,/id/Dragons-Teeth-Paracord-Bracelet/,BroadKaymon,Paracord,307,15000
Bicycle Trailer,/id/Bicycle-Trailer/,ianpallen,Bikes,65,3000
Gazebo - Part 1 Foundation - Overview,/id/Gazebo-Part-1-Foundation-Overview/,swimspud,Backyard,96,3900
Gazebo - Part 2 Pavers - Overview,/id/Gazebo-Part-2-Pavers-Overview/,swimspud,Backyard,69,1500
Gazebo - Part 3 Structure and Bench,/id/Gazebo-Part-3-Structure-and-Bench/,swimspud,Backyard,82,1900
Leather / Rubber Table Tennis Bat,/id/Leather-Rubber-Table-Tennis-Bat/,niosey03,Sports,15,1200
Make your own charcoal at home (Video),/id/Make-Your-Own-Charcoal-at-Home-Video/,MiiBooth,Camping,317,32000
Plasti- Dip Glove Repair,/id/Plasti-Dip-Glove-Repair/,YuKonstruct,Bikes,52,4300
Chain Mail Trilobite Paracord Bracelet,/id/Chain-Mail-Trilobite-Paracord-Bracelet/,BroadKaymon,Paracord,132,7800
Pond Filter,/id/Pond-Filter-1/,TJLee089,Water,84,5300
Paracord Snake,/id/Paracord-Snake/,BroadKaymon,Paracord,218,11000
DIY Wood Planter ,/id/DIY-Wood-Planter/,He Se ,Backyard,104,6800
Reclaimed Cable Spool into Cheap Picnic Table,/id/Reclaimed-Cable-Spool-Into-Cheap-Picnic-Table/,dtuininga,Backyard,49,2000
Aquaponic System (WITH TURTLES!!!),/id/Aquaponic-System-WITH-TURTLES/,Ninerd,Water,80,7900
Hanging Garden - Small Space,/id/Hanging-Garden-Small-Space/,balsuryana,Backyard,29,1800
Cooking a Half-boiled Egg in a Shoe Box,/id/Cooking-a-Half-boiled-Egg-in-a-Shoe-Box/,IbniH,Survival,9,3000
Olla Irrigation,/id/Olla-Irrigation/,funandcreative,Backyard,50,3500
Paracord Knife Handle Wrap,/id/Paracord-Knife-Wrap-3/,BroadKaymon,Paracord,131,8700
Wacky Walking Sticks,/id/Wacky-Walking-Sticks/,chadovision,Backyard,87,4200
Adding a rear tie-down to the back of a car for safely carrying a canoe or kayak... or anything else for that matter.,/id/Adding-a-Rear-Tie-down-to-the-Back-of-a-Car-for-Sa/,chilihook,Boats,62,10000
BRANCHBOARDING / TREE OF MOTION,/id/BRANCHBOARDING-TREE-OF-MOTION/,treeofmotion,Skateboarding,179,19000
10 Camping Trailers for Your Next Adventure,/id/Camping-Trailers-for-Your-Next-Adventure/,xxlauraxx,Camping,438,52000
Economical Backyard Observatory,/id/Economical-Backyard-Observatory/,Missourian,Backyard,104,5300
Easy Homeade 6 Minute Lasting Firelighters,/id/Easy-Homeade-6-Minute-Lasting-Firelighters/,niosey03,Survival,80,7800
Jet/Alcohol Stove,/id/JetAlcohol-Stove/,BOMB91,Camping,114,8000
Wood Stump Stool,/id/Wood-Stump-Stool/,Anielskaanieladiy,Backyard,61,5700
Yard Connect Four,/id/Yard-Connect-Four/,mfwoodshop,Backyard,152,4900
Ornamental plastic flowers,/id/Ornamental-Plastic-Flowers/,Ruud van Koningsbrugge,Backyard,22,1200
Easy Removable Milk Crate for a Bike,/id/Easy-Removable-Milk-Crate-for-a-Bike/,MechEngineerMike,Bikes,65,16000
Swedish Torch,/id/Swedish-Torch/,josh,Camping,955,966000
King of the Donat - water game,/id/King-of-the-Donat-Water-Game/,AloK4,Backyard,19,2200
Make a Portable Camping Shower,/id/Make-a-Portable-Camping-Shower/,Simple_Life_Hacks,Camping,193,33000
Nerd Throne: a Bog/Stargazer/Viking/Plank Camp Chair,/id/Nerd-Throne-a-BogStargazerVikingPlank-Camp-Chair/,mikecraghead,Camping,221,11000
Build a Floating Deck,/id/Build-a-Floating-Deck/,seamster,Backyard,432,109000
My DIY Upcycled Scrap & Pallet Wood Playhouse,/id/My-DIY-Upcycled-Scrap-Pallet-Wood-Playhouse/,Confessions of a Refashionista,Backyard,37,2000
Adding a Mounting Point to a Vehicle That Has Nowhere to Tie Down a Canoe or Kayak,/id/Adding-a-Mounting-Point-to-a-Vehicle-That-Has-Nowh/,MrExcitement,Boats,197,50000
Pocket Rocket,/id/Pocket-Rocket-1/,lonesoulsurfer,Rockets,47,5500
Precision Tent Pole Cutting,/id/Precision-Tent-Pole-Cutting/,tobywinks,Camping,21,2000
Arduino Rocket Data Logger,/id/Arduino-Rocket-Data-Logger/,calmac_projects,Rockets,279,33000
Medicine Bottle Rain Gauge,/id/Medicine-Bottle-Rain-Gauge/,JRArndt,Backyard,20,1600
Premium Birdseed Recipe - No Fillers,/id/Premium-Birdseed-Recipe-No-Fillers/,DadArndt,Backyard,40,1400
Kayak Rack - Custom and Cheap,/id/Kayak-Rack-Custom-and-Cheap/,chadovision,Boats,31,4200
Carbon-Fiber Electric Skateboard Deck,/id/Carbon-Fiber-Electric-Skateboard-Deck/,comsa42,Skateboarding,399,42000
Wendy House Fit for a Princess!,/id/Wendy-House-Fit-for-a-Princess/,secretshedfreak,Backyard,96,4900
Pruning Tomatoes For Maximum Yield,/id/Pruning-Tomatoes-for-Maximum-Yield/,BobbyArndt,Backyard,363,44000
Reclaimed brick arched BBQ,/id/Reclaimed-Brick-Arched-BBQ/,secretshedfreak,Backyard,294,20000
Back Yard Privacy Fence Renovation,/id/Back-Yard-Privacy-Fence-Renovation/,rickdod3,Backyard,45,3000
Little Wren Birdhouse from a Soda Can.,/id/Little-Wren-Birdhouse-from-a-Soda-Can/,cloudifornia,Birding,119,19000
The Upcycled DIY Sandbox,/id/The-Upcycled-DIY-Sandbox/,Confessions of a Refashionista,Backyard,25,781
IBC above ground plunge pool,/id/IBC-above-ground-plunge-pool/,therealorson,Backyard,1708,342000
" Sawfish, an Unsinkable, Lightweight, Foam Kayak (23 Lbs). Free DIY Kayak Plans, the Hardware Store Boat",/id/Sawfish-foam-kayak-build-a-funtional-light-wieght-/,rowerwet,Boats,1117,462000
Recycled Coke Can Popcorn Maker,/id/Recycled-Coke-Can-Popcorn-Maker/,Open Green Energy,Camping,336,87000
Car Wheel Bicycle - The Learn To Weld Project,/id/Car-Wheel-Bicycle-the-Learn-to-Weld-Project/,Mr-Mash,Bikes,1372,327000
How to Repair a Surfboard,/id/How-to-Repair-a-Surfboard/,AndrewW1977,Beach,15,13000
Oil Drum BBQ,/id/Oil-Drum-BBQ/,Blazinggg,Backyard,74,3900
Fly Farm Box. Maggot Box.,/id/Fly-Farm-Box-Maggot-Box/,sbayley2,Fishing,58,22000
Stream Flow Meter,/id/Stream-Flow-Meter/,notsosharp,Water,21,3400
Upgrading my camping bucket light.,/id/Outdoor-Camp-Light/,jveazey,Camping,19,3500
How to make a rabbit snare,/id/Simple-Rabbit-Snare/,Nate Barry,Survival,113,9400
Survival signal fire ,/id/Survival-Signal-Fire/,Navy Wolves,Survival,20,2100
Ingenious Fruit Berry Harvester Home Made from a plastic bleach bottle in action.  ,/id/Ingenious-Fruit-Berry-Harvester-Home-Made-From-a-P/,AndrewKFletcher,Survival,42,3500
Portable Cyclocross Barrier,/id/Portable-Cyclocross-Barrier/,rsteele3,Bikes,5,1600
DIY Solar Eclipse Viewers,/id/Solar-Eclipse-Projects-Easy-and-Advanced/,acoens,Backyard,49,25000
Get the Most Out of Your Entry Level Telescope,/id/Get-the-Most-Out-of-Your-Entry-Level-Telescope/,bmrtin,Backyard,82,4700
Multi-Function Walking Stick II  - Storage Compartment,/id/Multi-Function-Walking-Stick-II-Storage-Compart/,hpstoutharrow,Camping,1463,259000
KidWash 2 : PVC Sprinkler Water Toy,/id/KidWash-2-PVC-Sprinkler-Water-Toy/,m32825,Water,1114,684000
UNdeRwaTEr SeLfIE with AnY SmarTpHonE uSiNg PLaStic COveR,/id/UNdeRwaTEr-SeLfIE-With-AnY-SmarTpHonE-USiNg-PLaSti/,jamessebastian,Water,9,2000
Safe Clasps for Bike Pannier Bags,/id/Safe-Clasps-for-Bike-Pannier-Bags/,andrea biffi,Bikes,26,4300
Soccer Sandals,/id/Soccer-Sandals/,DiyWaterDog,Sports,5,4500
Mini Kite,/id/Mini-Kite/,Cats Science Club,Kites,16,6500
Basic water filtration for survival  ,/id/Basic-Water-Filtration-for-Survival/,Navy Wolves,Survival,54,3100
Luxurious Outdoor Shower - Part 4 [Door & Plumbing] ,/id/Luxurious-Outdoor-Shower-Part-4-Door-Plumbing/,Elias Stratakos,Backyard,101,3500
Budget Microfishing,/id/Budget-Microfishing/,Common Man Survival,Fishing,64,12000
Paracord Hornet Weave,/id/Paracord-Hornet-Weave/,chienline,Paracord,61,2000
Tent Cleaning for Lazy People,/id/Tent-Cleaning-for-Lazy-People/,T2rtle,Camping,37,6600
Mini Clothesline,/id/Mini-Clothesline/,sourdoughjim,Backyard,81,4200
Simple Solar Distiller Made From Trash,/id/Simple-Solar-Distiller-Made-From-Trash/,BarryMcGowan,Survival,74,6100
Modular Mini Golf Course ,/id/Modular-Mini-Golf-Course/,crreed,Sports,114,8800
Reclamied Garden Fence,/id/Reclamied-Garden-Fence/,Jennprice33,Backyard,12,1100
Telescope Focus Mask for Perfect Focus,/id/Telescope-Focus-Mask-for-Perfect-Focus/,bmrtin,Backyard,46,3500
Butterfly Garden,/id/Butterfly-Garden/,cdstudioNH,Backyard,43,3000
Upgraded Kettle Grill,/id/Upgraded-Standard-Kettle-Grill/,Missourian,Backyard,52,4300
DIY Flat-Pack Collapsible Cooking Skewers,/id/DIY-Flat-Pack-Collapsible-Cooking-Skewers/,DylanD581,Camping,51,3500
From Trash to Fish,/id/From-Trash-to-Fish/,sfelan,Fishing,17,2500
Cook Using Your Car,/id/Cook-Using-Your-Car/,firefightermeyer,Survival,26,2300
DIY VW Caddy Maxi Camper,/id/DIY-VW-Caddy-Maxi-Camper/,thomasfannes,Camping,255,54000
Plywood Shack Pickup Camper,/id/Plywood-Shack-Pickup-Camper/,carl5blum,Camping,93,9700
Change a Mountain Bike Tube Without Tools,/id/Change-a-Mountain-Bike-Tube-Without-Tools/,rabbit_man,Bikes,26,14000
Out West Truck Camper with VW Camper Van Inspired Roof,/id/Out-West-Truck-Camper-With-VW-Camper-Van-Inspired-/,Rvanwort,Camping,193,37000
Easy Quidditch/Kidditch Hoops for Under $40,/id/Easy-QuidditchKidditch-Goals-for-Under-40/,BKLaRue,Sports,35,22000
Northern Bat House,/id/Northern-Bat-House/,YuKonstruct,Backyard,44,2600
Repair the Cap Rail on a Sailboat,/id/Repair-Cap-Rail-on-a-Sailboat/,gpiwowar,Boats,12,2900
Bicycle Cell Phone Charger (Wind Turbine with build in Battery),/id/5-Bicycle-Cell-Phone-Charger-Wind-Turbine-with-bui/,Imetomi,Bikes,1957,585000
Dynamic Balance Board ,/id/Dynamic-Balance-Board/,LaughingSkeleton,Sports,54,2000
Frontier Stove From Gas Bottle,/id/Frontier-Stove-From-Old-Gas-Bottle/,Mikekav66,Camping,230,21000
Outdoor Tablecloth Weights,/id/Outdoor-Tablecloth-Weights/,kelleyscuties,Backyard,48,3000
Convert a Burley Travoy Bike Trailer Hitch to Quick Release From Seatposts,/id/Convert-a-Burley-Travoy-Bike-Trailer-Hitch-to-Quic/,Veets,Bikes,13,3400
Cedar Chain Link Planter Box,/id/Cedar-Chain-Link-Planter-Box/,LuckyGoose,Backyard,90,2000
Personable Planter Pants,/id/Personable-Planter-Pants/,milesnorth,Backyard,32,1000
Jerry Can survival kit,/id/Jerry-Can-Survival-Kit/,DIY King2,Survival,55,3800
Lightweight Weed Whacker,/id/Lightweight-Weed-Whacker/,TeamJaeger,Backyard,72,7700
Marbleized  Flowerpots,/id/Marbleized-Flowerpots/,kelleyscuties,Backyard,11,478
Summer Time Slip-n-Slide (DIY VERSION),/id/Summer-Time-Slip-n-Slide-DIY-VERSION/,wells1784,Water,52,3800
Sail Tent,/id/Sail-Tent/,Pricklysauce,Camping,59,4200
"""Lawn Darts"" from reclaimed materials",/id/Lawn-Darts-From-Reclaimed-Materials/,adamtylernelson,Backyard,68,2400
Gazing Ball Stakes,/id/Gazing-Ball-Stakes/,kelleyscuties,Backyard,11,914
DIY Pallet Furniture,/id/DIY-Pallet-Furniture/,thesassysparrow,Backyard,130,9200
MiFit Strap Replacement,/id/MiFit-Strap-Replacement/,chienline,Paracord,45,1600
Collapsible Camping/emergency Stove.,/id/Collapsible-Campingemergency-Stove/,hispanickausinpanik,Camping,108,5400
Seashell Outdoor Table,/id/Seashell-Outdoor-Table/,kelleyscuties,Backyard,50,898
Camp Axe Holster,/id/Camp-Axe-Holster/,aj_berg,Camping,80,2900
Build a Community Garden,/id/Build-a-Community-Garden/,belsey,Backyard,30,1600
Christmas Decoration From Salvaged Materials,/id/Christmas-Decoration-From-Salvaged-Materials/,drdorward,Backyard,15,764
Rugged Outdoor Portable Speaker,/id/Rugged-Outdoor-Portable-Speaker/,Dandeman321,Backyard,210,6900
Tiki Bar,/id/Backyard-Tiki-Bar-low-Budget/,ChristopherJ71,Backyard,125,10000
Kayak Fishing Milkcrate,/id/Kayak-Fishing-Milkcrate/,btressle,Fishing,41,11000
Canoe Spray Deck With Releasable Cockpits,/id/Canoe-Spray-Deck-With-Releasable-Cockpits/,notsosharp,Boats,35,7500
3D Printed Beach Tennis Paddles + Source Files,/id/3D-Printed-Beach-Tennis-Paddles-Source-Files/,ZMorph ,Sports,6,523
Adding Wheels to a Snowboard Bag,/id/Adding-Wheels-to-a-Snowboard-Bag/,Tornadocraver,Sports,10,3800
Portable Folding Longboard,/id/Portable-Folding-Longboard/,Matt Carl,Skateboarding,72,3400
Build a Wooden Fence and Gate,/id/Build-a-Wooden-Fence-and-Gate/,seamster,Backyard,329,136000
How to build Kubb (Viking Chess),/id/How-to-Build-Kubb-Viking-Chess/,dustin_little,Backyard,179,7500
Nature Trail and ATV Bridge,/id/Nature-Trail-and-ATV-Bridge/,grantnlee,Backyard,49,8200
Single Wheel Bicycle Trailer,/id/Single-Wheel-Bicycle-Trailer-1/,Mebob1978,Bikes,60,3600
Bee Resort With Growing Rooftop,/id/Bee-Resort-With-Growing-Rooftop/,Loblaw,Backyard,85,1700
How to Make Classy Cornhole Boards,/id/How-to-Make-Classy-Cornhole-Boards/,John_Malecki,Backyard,82,7200
Knots to Know,/id/Knots-to-Know/,rstichal,Knots,509,50000
Van conversion to small camper,/id/Van-Conversion-to-Small-Camper/,dieter demeyere,Camping,380,70000
BBQ,/id/BBQ-4/,Pricklysauce,Fire,24,2200
Lighter gun,/id/Lighter-Gun-1/,DIY ZE,Launchers,120,9500
Simple Atlatl,/id/Simple-Atlatl/,Mitigated Drop,Survival,82,5100
Bent Shaft Canoe Paddles,/id/Bent-Shaft-Canoe-Paddles/,notsosharp,Boats,49,5800
Wing 67 Bird House,/id/Wing-67-Bird-House/,jermsie,Birding,11,811
Water Filter,/id/Water-Filter-2/,shaner926,Camping,161,9900
Fold Flat Dollar Mini Camp Stove,/id/Fold-Flat-Mini-Dollar-Wood-Stove/,turbobug,Camping,149,10000
Improved SOLAR SPARKLEBALL ! ,/id/Improved-SOLAR-SPARKLEBALL-/,sparkleball_lady,Backyard,76,3500
Cusom Bike Decals (with No Special Equipment) ,/id/Cusom-Bike-Decals-with-No-Special-Equipment/,logic_con,Bikes,17,4200
How to Complete a Safe Somersault,/id/How-to-Complete-a-Safe-Somersault/,akbrekken,Sports,23,5400
DIY Grappling Hook made from Household Items!,/id/DIY-Grappling-Hook-Made-From-Household-Items/,alexmaier2002,Climbing,27,6100
Hammock stand,/id/Hammock-Stand-2/,Drummindvd,Backyard,156,4000
Waveski,/id/Waveski/,Pricklysauce,Water,25,3800
How to Make Plastic Bottle Wind Spinners,/id/How-to-Make-Plastic-Bottle-Wind-Spinners/,KidsCrafts3Sis,Backyard,21,5100
Transistor Instead of Relay for Car Horns,/id/Transistor-Instead-of-Relay-for-Car-Horns/,hanlin_y,Bikes,45,2700
KP solowheel  ver.2,/id/KP-Solowheel-Ver2/,KresimirPregernik,Camping,80,5500
Outdoor Kitchen,/id/Outdoor-Kitchen/,jermsie,Backyard,175,7100
Solar String Lights - Repair and improve,/id/Solar-String-Lights-Repair-and-Improve/,sitnah,Backyard,31,13000
