Project-Title,Instructables-link,Creator,Subcategory,Favorites,Views
Quick Carrot Cake,/id/Quick-Carrot-Cake/,ArtsyTeen,Cake,16,902
Melt in Your Mouth Ribs,/id/Melt-in-Your-Mouth-Ribs/,Swansong,BBQ & Grilling,129,9300
The Dry-Aged Beef Machine,/id/The-Dry-Aged-Beef-Machine/,frenchguycooking,Bacon,40,14000
Vietnamese Yogurt Coffee - Make It at Home,/id/Vietnamese-Yogurt-Coffee-Make-It-at-Home/,jellyjeff,Coffee,49,9100
"Tofu Press for 1 or 2 blocks, using plastic cutting boards",/id/Tofu-press-for-1-or-2-blocks-using-plastic-cutting/,VeganDebi,Vegetarian & Vegan,29,2900
How to Cut Cauliflower,/id/How-to-Cut-Cauliflower/,SabrenaD,Vegetarian & Vegan,6,2300
Cheasy Bread Balls,/id/Cheasy-Bread-Balls/,sunnyc6,Snacks & Appetizers,18,785
"Geramont,  Salami & Smoked Ham Tortilla Pizza Cake Recipe",/id/Geramont-Salami-Smoked-Ham-Tortilla-Pizza-Cake-Rec-1/,FoodforDude,Pizza,3,457
Tandoori Chicken Wrap,/id/Tandoori-Chicken-Wrap/,mitantig,Snacks & Appetizers,39,1200
Almond & Fruit Cupcakes (Gluten-Free),/id/Almond-Fruit-Cupcakes-Gluten-Free/,MichaelsTestKitchen,Cupcakes,13,1300
Easy Cheesy Corn Chips,/id/Easy-Cheesy-Corn-Chips/,babybayrs,Snacks & Appetizers,33,1200
Quick and Easy Ice Cream for Adults Only,/id/Quick-and-Easy-Ice-Cream-for-Adults-Only/,jmdushi,Snacks & Appetizers,23,1300
Easy Cream Puffs Recipe,/id/Easy-Cream-Puffs-Recipe/,In The Kitchen With Matt,Dessert,92,16000
RECIPE | MANDARIN AVOCADO SALAD,/id/RECIPE-MANDARIN-AVOCADO-SALAD/,christieathome,Salad,6,434
"Authentic Hungarian ""Krumplileves”, (Creamy Potato Soup With Sausage)",/id/Authentic-Hungarian-Krumplileves-Creamy-Potato-Sou/,cyann04,Soups & Stews,24,2500
Sucuk Peppers Pan With Quail & Kidney Beans Recipe,/id/Sucuk-Peppers-Pan-With-Quail-Kidney-Beans-Recipe/,FoodforDude,Main Course,4,263
Pumpkin Fries With Paprika Sour Cream Pork Sliced Recipe,/id/Pumpkin-Fries-With-Paprika-Shank-Pork-Sliced-Recip/,FoodforDude,Main Course,7,215
Fried Chicken Vegetable Soup Recipe,/id/Fried-Chicken-Vegetable-Soup-Recipe/,FoodforDude,Soups & Stews,9,528
Vegan Slider,/id/Vegan-Slider/,TheChimpanzee,Vegetarian & Vegan,17,562
Mint Chip Chocolate Cake Batter Cookies,/id/Mint-Chip-Chocolate-Cake-Batter-Cookies/,ewmaxson69,Cookies,15,302
"Tortilla Pizza Cake With Ham, Pepperoni, Tomatoe Recipe",/id/Tortilla-Pizza-Cake-With-Ham-Pepperoni-Tomatoe-Rec/,FoodforDude,Pizza,10,368
Bacon & Cheese Wrapped Babycorn Recipe,/id/Bacon-Cheese-Wrapped-Babycorn-Recipe/,FoodforDude,Snacks & Appetizers,11,557
TMNT Camouflage Cupcakes,/id/TMNT-Camouflage-Cupcakes/,Davida675,Cupcakes,4,496
Microstill,/id/Microstill/,microstill,Homebrew,386,35000
The Ultimate Snack,/id/The-Ultimate-Snack/,cdstudioNH,Snacks & Appetizers,10,792
Hot German Paprika Goulash Recipe,/id/Hot-German-Paprika-Goulash-Recipe/,Didis tasty kitchen,Soups & Stews,15,762
Savory Stew With Potatoes & Meatballs Recipe,/id/Savory-Stew-With-Potatoes-Meatballs-Recipe/,FoodforDude,Soups & Stews,12,613
How to Create a Realistic Water Effect,/id/How-to-Create-a-Realistic-Water-Effect/,Davida675,Cake,9,1600
Chocolate Cheesecake,/id/Chocolate-Cheesecake/,MichaelsTestKitchen,Dessert,105,5100
"Tortilla Pizza Turkey Breast, Pineapple & Edamer Recipe",/id/Tortilla-Pizza-Turkey-Breast-Pineapple-Edamer-Reci/,FoodforDude,Pizza,4,311
Cream Pineapple Chicken Recipe,/id/Cream-Pineapple-Chicken-Recipe/,FoodforDude,Main Course,11,328
"Tomato Basil Tortilla Wraps With Salami, Jalapeno, Mozzarella Recipe",/id/Tomato-Basil-Tortilla-Wraps-With-Salami-Jalapeno-M/,Didis tasty kitchen,Pizza,4,324
"Stuffed Chicken With Bacon, Pepperoni, Cream & Limburger Cheese Recipe",/id/Stuffed-Chicken-With-Bacon-Pepperoni-Cream-Limburg/,Didis tasty kitchen,Main Course,8,285
Pre Made Breakfast Ideas and Tips ,/id/Pre-Made-Breakfast-Ideas-and-Tips/,sunshiine,Breakfast,30,2200
Grapefruit and Clementine Marmalade,/id/Grapefruit-and-Clementine-Marmalade/,Josehf Murchison,Canning & Preserving,6,432
Beginning Pancake Art,/id/Beginning-Pancake-Art/,ElainaS2,Breakfast,2,408
Easter Egg Jello Shots,/id/Easter-Egg-Jello-Shots/,Devoid Art,Cocktails & Mocktails,10,1200
How to Poach Chicken Breasts,/id/How-to-Poach-Chicken-Breasts/,jessyratfink,Main Course,54,6000
Filhoses,/id/Filhoses/,Joerg Engels,Snacks & Appetizers,7,867
Fluffy Scones,/id/Fluffy-Scones/,Athaliah_,Breakfast,15,480
Homemade Quality Nutella,/id/Homemade-Quality-Nutella/,PinchOfChili,Breakfast,42,10000
Breakfast Smoothie,/id/Breakfast-Smoothie-1/,ElisesEats,Breakfast,22,1100
Homemade Butter Croissants,/id/Homemade-Butter-Croissants/,ElisesEats,Breakfast,123,6600
DIY Star Wars LED Lightsaber Cake Topper,/id/DIY-Star-Wars-LED-Lightsaber-Cake-Topper/,Davida675,Cake,2,1100
Mocha Chip Cream Cheese,/id/Mocha-Chip-Cream-Cheese/,Not_Tasha,Breakfast,21,480
Bangers and Mash Breakfast,/id/Bangers-and-Mash-Breakfast/,Charlie Chumrats,Breakfast,77,6500
Five Spice Challah French Toast,/id/Five-Spice-Challah-French-Toast/,edecoteau,Breakfast,6,338
Dream Waffles,/id/Waffles-2/,Zimzimzimmy,Breakfast,21,955
SUNDAY MORNING FRITTATA,/id/SUNDAY-MORNING-FRITTATA/,THE GOURMET GRANDPA,Breakfast,22,1200
Square Easter Eggs (Wombat Eggs),/id/Square-Easter-Eggs-Wombat-Eggs/,alialexander,Candy,1,595
Crumbled Cake,/id/Crumbled-Cake/,garage.make.zone,Cake,11,776
Souse Vide Cooking Ribs Using a Joule,/id/Souse-Vide-Cooking-Ribs-Using-a-Joule/,IcepickTony,BBQ & Grilling,11,1900
All-Day Breakfast in a French Toast Sandwich,/id/All-Day-Breakfast-in-a-French-Toast-Sandwich/,ThirdEarthDesign,Breakfast,12,670
Delicious Omelette!,/id/Delicious-Omelette/,UlrichR2,Breakfast,7,361
How to Make Bircher Muesli,/id/Bircher-SUNPOWER-Muesli/,knopfling,Breakfast,8,648
Brewing Cuban Coffee,/id/Brewing-Cuban-Coffee/,schnurrbart,Coffee,116,14000
Deadpool Strawberry Filled Cupcakes,/id/Deadpool-Strawberry-Filled-Cupcakes/,Davida675,Cupcakes,12,771
How to make (and dye for Easter) easy-to-peel boiled eggs,/id/How-to-Make-and-Dye-for-Easter-Easy-to-peel-Boiled/,Befferoni and Cheese,Snacks & Appetizers,12,1200
Chicken Fried Steak Eggs Benedict,/id/Chicken-Fried-Steak-Eggs-Benedict/,RecipeRemix,Breakfast,22,1200
Poached egg in beans #onepanfryup #englishbreakfast,/id/Poached-Egg-in-Beans-onepanfryup-englishbreakfast/,nickraw,Breakfast,12,1100
EZ Thai Omelette,/id/EZ-Thai-Omelette/,Ponchi59,Breakfast,7,495
"Little ""Bregg"" Baskets",/id/Little-Bregg-Baskets/,x Bella x,Breakfast,9,327
Making Cheese Burger Egg Rolls,/id/Making-Cheese-Burger-Egg-Rolls/,adurnford,Snacks & Appetizers,16,401
SELF-SAUCING MOLTEN LAVA CHOCOLATE MUG CAKE,/id/SELF-SAUCING-MOLTEN-LAVA-CHOCOLATE-MUG-CAKE/,TreatFactory,Cake,30,1100
"Chicken Fillet With Tomatoes, Paprika & Silver Onions Recipe",/id/Chicken-Fillet-With-Tomatoes-Paprika-Silver-Onions/,FoodforDude,Main Course,8,277
"Stuffed Pumpkin With Meat, Cheese & Sundried Tomatoes Recipe",/id/Stuffed-Pumpkin-With-Meat-Cheese-Sundried-Tomatoes/,FoodforDude,Main Course,4,336
Meatballs Cheese & Onion Recipe,/id/Meatballs-Cheese-Onion-Recipe/,FoodforDude,Snacks & Appetizers,6,171
Skyr With Coconut Blueberries & Wild Cranberries Recipe,/id/Skyr-With-Coconut-Blueberries-Wild-Cranberries-Rec/,FoodforDude,Dessert,6,290
How to Make Stabilized Whipped Cream Frosting,/id/How-to-Make-Stabilized-Whipped-Cream-Frosting/,Davida675,Cake,34,2200
Tortilla Pesto Rosso Mozzarella Pizza Recipe,/id/Tortilla-Pesto-Rosso-Mozzarella-Pizza-Recipe/,FoodforDude,Snacks & Appetizers,6,320
Tuscan Tofu Frittata,/id/Tuscan-Tofu-Frittata/,ValindaCarroll,Breakfast,6,422
DIY Kitty Cat Pretzel Bites Recipe,/id/DIY-Kitty-Cat-Pretzel-Bites-Recipe/,DIYwithOllie,Snacks & Appetizers,10,412
Spinach Mozzarella Ground Beef Lasagne Recipe,/id/Spinach-Mozzarella-Ground-Beef-Lasagne-Recipe/,FoodforDude,Pasta,8,300
Easy Nutella Brownies Only 3 Ingredients!,/id/Easy-Nutella-Brownies-Only-3-Ingredients/,In The Kitchen With Matt,Cupcakes,73,5600
25 Snackalicious Recipes,/id/25-Snackalicious-Recipes/,Danger is my middle name,Snacks & Appetizers,34,9500
The Good Life Breakfast ,/id/The-Good-Life-Breakfast/,jmdushi,Breakfast,14,714
ORGANIC RED CHARD SALAD WITH GRILLED WILD STEELHEAD TROUT,/id/ORGANIC-RED-CHARD-SALAD-WITH-GRILLED-WILD-STEELHEA/,THE GOURMET GRANDPA,Main Course,5,429
Breakfast Rolls,/id/Breakfast-Rolls/,NScott70,Breakfast,10,645
Dimpling Seafood W/Cheese,/id/Dimpling-Seafood-WCheese/,kotchapong,Breakfast,11,330
Triple Cheese Potatoe Roses With Paprika Sour Cream,/id/Triple-Cheese-Potatoe-Roses-With-Paprika-Shank/,FoodforDude,Snacks & Appetizers,6,240
The Best Banana Pancakes,/id/Quick-and-Easy-Banana-Pancakes/,pineapple98,Breakfast,36,8300
Rainbow Raspberry New York Style Cheesecake,/id/Rainbow-Raspberry-New-York-Style-Cheesecake/,Davida675,Dessert,12,463
Cream Cheese Seafood  Quiche,/id/Cream-Cheese-Seafood-Quiche/,Sunshine421,Breakfast,17,1100
CHOCOLATE CHIP FRAPPUCCINO (COFFEE) MUG CAKE,/id/CHOCOLATE-CHIP-FRAPPUCCINO-COFFEE-MUG-CAKE/,TreatFactory,Cake,20,814
Blue Hawaiian Fried Rice ,/id/Blue-Hawaiian-Fried-Rice/,kotchapong,Breakfast,14,1300
Fondant Toadstools and Marbleized Stone Tutorial,/id/Fondant-Toadstools-and-Marbleized-Stone-Tutorial/,Davida675,Cake,2,703
TRIPLE CHOCOLATE COOKIE EASTER CREAM TART WITH CADBURY EASTER EGGS,/id/TRIPLE-CHOCOLATE-COOKIE-EASTER-CREAM-TART-WITH-CAD/,TreatFactory,Pie,7,446
Mummy Dogs / Halloween Hot Dog Mummy Recipe ,/id/Mummy-Dogs-Halloween-Hot-Dog-Mummy-Recipe/,Didis tasty kitchen,Snacks & Appetizers,4,315
Katharine Hepburn's Famous Chocolate Brownies,/id/Katharine-Hepburns-Famous-Chocolate-Brownies/,Davida675,Dessert,24,837
Baked Carrots With Onions & Parsley Recipe,/id/Baked-Carrots-With-Onions-Parsley-Recipe/,Didis tasty kitchen,Main Course,3,239
Make Gummy Jello Shots,/id/Make-Gummy-Jello-Cups/,How Do You - DIY,Dessert,19,929
Fresh Mozzarella Sticks,/id/Fresh-Mozzarella-Sticks/,adurnford,Snacks & Appetizers,58,1100
Tortilla Pizza With Ham & Paprika Recipe,/id/Tortilla-Pizza-With-Ham-Paprika-Recipe/,Didis tasty kitchen,Snacks & Appetizers,10,341
Chocolate Truffles,/id/Chocolate-Truffles-4/,Tia2000,Dessert,30,1100
Chocolate Buns ,/id/Chocolate-Buns/,Tia2000,Breakfast,20,695
Amazing Twice Baked Potatoes,/id/Amazing-Twice-Baked-Potatoes/,adurnford,BBQ & Grilling,17,526
RECIPE | BREAKFAST TATERS,/id/RECIPE-BREAKFAST-TATERS/,christieathome,Breakfast,16,473
RECIPE | APPLE BERRY SALAD,/id/RECIPE-APPLE-BERRY-SALAD/,christieathome,Salad,7,318
RECIPE | VEGAN GREEK POTATOES,/id/RECIPE-VEGAN-GREEK-POTATOES/,christieathome,Main Course,23,1400
Bunny Pudding Cups,/id/Bunny-Pudding-Cups/,Marishas Couture,Snacks & Appetizers,12,632
"Pizza Ring With Smoked Pepper Ham, Bacon & French Soft Cheese Recipe",/id/Pizza-Ring-With-Smoked-Pepper-Ham-Bacon-French-Sof/,FoodforDude,Pizza,27,396
Corn Coconut Chocolate Cake Recipe,/id/Corn-Coconut-Chocolate-Cake-Recipe/,FoodforDude,Cake,6,275
Galaxy Mirror Cake,/id/Galaxy-Mirror-Cake/,Davida675,Cake,12,6600
Disney's Frozen or Winter Woodland Cake,/id/Disneys-Frozen-or-Winter-Woodland-Cake/,Davida675,Cake,4,779
Simple Breakfast Casserole ,/id/Simple-Breakfast-Casserole/,Jtcrawford25,Breakfast,26,970
Tomato Basil Salami Tortilla Mozzarella Pizza Recipe,/id/Tomato-Basil-Salami-Tortilla-Mozzarella-Pizza-Reci/,FoodforDude,Snacks & Appetizers,9,269
Bacon Parmesan Cheese Corncob Recipe,/id/Bacon-Parmesan-Cheess-Corncob-Recipe/,Didis tasty kitchen,Bacon,18,691
Raised Donuts,/id/Raised-Donuts/,mrsmerwin,Breakfast,39,1700
How to Make Charoset,/id/How-to-Make-Charoset/,BrynnR,Snacks & Appetizers,9,820
Bacon Meatloaf With Limburger Cheese & Sundried Tomatoes Recipe,/id/Bacon-Meatloaf-With-Limburger-Cheese-Sundried-Toma/,Didis tasty kitchen,Bacon,27,956
Chicken Cheese Tortilla Pizza Cake Recipe,/id/Chicken-Cheese-Tortilla-Pizza-Cake-Recipe/,Didis tasty kitchen,Pizza,20,349
Shopkins Kooky Cookie Dough Cake,/id/Shopkins-Kooky-Cookie-Dough-Cake/,Davida675,Cake,3,491
How to Make a Realistic Tree Stump Cake,/id/How-to-Make-a-Realistic-Tree-Stump-Cake/,Davida675,Cake,5,1600
How to Make a Kit Kat Hot Tub Cake,/id/How-to-Make-a-Kit-Kat-Hot-Tub-Cake/,Davida675,Cake,20,3100
Angelic Pizza,/id/Angelic-Pizza/,cdstudioNH,Pizza,14,835
DIY Fondant Bunny Rabbit Cake Topper,/id/DIY-Fondant-Bunny-Rabbit-Cake-Topper/,Davida675,Cake,3,1700
"Madras Lentils, Low Sodium Version",/id/Madras-Lentils-Low-Sodium-Version/,AmieB,Main Course,4,499
Incredibly Simple Potato Cakes - From Instant Mashed Potatoes!,/id/Incredibly-Simple-Potato-Cakes-From-Instant-Mashed/,rootfamilyreview,Breakfast,43,12000
Oh-So-Good Taiwanese Breakfast Wraps,/id/Oh-So-Good-Taiwanese-Breakfast-Wraps/,cousin steve,Breakfast,22,1600
Black Bottom Cupcakes,/id/Black-Bottom-Cupcakes/,MichaelsTestKitchen,Cupcakes,24,2200
Homemade Fish & Chips,/id/Homemade-Fish-Chips/,adurnford,Main Course,19,1000
"I Love You Mom, Angel Food Style",/id/I-Love-You-Mom-Angel-Food-Style/,SWhiteford,Cake,11,371
Cook Rice in a Coffee Maker!,/id/Cook-Rice-in-a-Coffee-Maker/,jmoreci,Main Course,17,6700
Quiche - Double Batch,/id/Quiche-Double-Batch/,runciblefish,Breakfast,16,2700
The Perfect French Omelette,/id/The-Perfect-French-Omelette/,MatthewM30,Breakfast,32,4000
Super Chunky Coconut Granola,/id/Super-Chunky-Coconut-Granola/,cleancheatrepeat,Breakfast,16,548
Kid-Friendly!  Microwave Pizza Bubble Bread,/id/Kid-Friendly-Microwave-Pizza-Bubble-Bread/,rootfamilyreview,Pizza,10,844
Makin' Buckboard Bacon!,/id/Makin-Buckboard-Bacon/,Nate5b,Bacon,103,48000
Toast,/id/Toast-2/,Joerg Engels,Breakfast,81,20000
The Best Cottage Cheese Pancakes,/id/The-Best-Cottage-Cheese-Pancakes/,JorahW,Breakfast,21,1200
Luscious Lemon Berry Muffins,/id/Luscious-Lemon-Berry-Muffins/,dancingstar,Breakfast,18,383
Baked Chicken and Waffles,/id/Baked-Chicken-and-Waffles/,Befferoni and Cheese,Breakfast,24,1800
German Jalapeno Cheese Onion Meatballs Recipe,/id/German-Jalapeno-Cheese-Onion-Meatballs-Recipe/,Didis tasty kitchen,Snacks & Appetizers,5,248
Pennsylvania Dutch Funny Cake,/id/Pennsylvania-Dutch-Funny-Cake/,johnwmillr,Breakfast,23,4100
Easiest Way to Make Cheese Fondue,/id/Easy-Way-to-Make-Cheese-Fondue/,rootfamilyreview,Main Course,15,1000
Easy and Healthy Spelt Crepes (4 Ingredients!),/id/Easy-and-Healthy-Spelt-Crepes-4-Ingredients/,cleancheatrepeat,Breakfast,15,1400
Eggs Planted on Toast With Ham,/id/Eggs-Planted-on-Toast-With-Ham/,garage.make.zone,Breakfast,6,828
Oatmeal Pancakes: a Healthy Sunday Breakfast,/id/Oatmeal-Pancakes-a-Healthy-Sunday-Breakfast/,celine_himschoot,Breakfast,23,814
Smoked Ham Wrapped Pork Minute Steaks Recipe,/id/Smoked-Ham-Wrapped-Pork-Minute-Steaks-Recipe/,FoodforDude,Bacon,8,662
Double Glazed Apple Fritters (The Regular Show),/id/Double-Glazed-Apple-Fritters-The-Regular-Show/,ElisesEats,Breakfast,40,1700
How To Make Strawberry Nutella French Toast,/id/How-to-Make-Strawberry-Nutella-French-Toast/,KitchenMason,Breakfast,21,736
Chicken Spinach Cream Pizza Ring Recipe,/id/Chicken-Spinach-Cream-Pizza-Ring-Recipe/,FoodforDude,Pizza,36,677
Amazing Buttered Onion Rolls - From Frozen Dinner Rolls!,/id/Amazing-Buttered-Onion-Rolls/,rootfamilyreview,Bread,17,629
TUNA PASTA CASSEROLE WITH CRUNCHY JALAPENO CHEDDAR TOPPING,/id/TUNA-PASTA-CASSEROLE-WITH-CRUNCHY-JALAPENO-CHEDDAR/,THE GOURMET GRANDPA,Main Course,8,363
How to Make Maple Syrup,/id/How-to-Make-Maple-Syrup-2/,mdheath,Breakfast,97,16000
Apple Cinnamon Pancakes ,/id/Apple-Cinnamon-Pancakes-1/,Befferoni and Cheese,Breakfast,32,884
Healthy Breakfast Bites,/id/Healthy-Breakfast-Bites/,YukonJulie,Breakfast,51,2900
Cherry Oat Muffins,/id/Cherry-Oat-Muffins/,Mickleblade,Breakfast,6,411
Stuffed Puff Pastry Bags With Stuffed Pepperonis Recipe,/id/Stuffed-Puff-Pastry-Bags-With-Stuffed-Pepperonis-R/,FoodforDude,Snacks & Appetizers,11,391
Chicken Baked Beans Tortilla Pizza Recipe,/id/Chicken-Baked-Beans-Tortilla-Pizza-Recipe/,FoodforDude,Pizza,12,414
How to Make Broth from Rotisserie Chicken,/id/Rotisserie-Chicken-Broth/,rootfamilyreview,Main Course,17,996
Farmer's Muffins,/id/Farmers-Muffins/,cdstudioNH,Bacon,31,1700
Cheese Stuffed Toscana Meatballs Recipe,/id/Cheese-Stuffed-Toscana-Meatballs-Recipe/,Didis tasty kitchen,Main Course,10,286
Breakfast Dhokla (in Less Then 20 Minutes),/id/Breakfast-Dhokla-in-Less-Then-20-Minutes/,sabu.dawdy,Breakfast,6,1000
Easy Chocolate-covered Orange Slices,/id/Easy-Chocolate-covered-Orange-Slices/,Sahrye,Dessert,22,551
Vodka Penne,/id/Vodka-Penne/,MorganM73,Pasta,13,726
Sweet Chili Jam,/id/Sweet-Chili-Jam/,VespressoCooking,Vegetarian & Vegan,98,9000
Full English Breakfast,/id/Full-English-Breakfast/,Tecwyn Twmffat,Breakfast,76,20000
Make Coca Cola Soda Fountain Dispenser Machine at Your Home Fridge !,/id/Make-Coca-Cola-Soda-Fountain-Dispenser-Machine-at-/,Kedar Nimbalkar,Cocktails & Mocktails,210,38000
Texas Scramble Breakfast,/id/Texas-Scramble-Breakfast/,James And-JoniD,Breakfast,26,1400
How to Make Scallion Pancakes,/id/How-to-Make-Scallion-Pancakes/,DroosKitchen,Snacks & Appetizers,26,974
Stuffed Hot Jalapeno Sesame Cheese Pumpkin Recipe,/id/Stuffed-Hot-Jalapeno-Sesame-Cheese-Pumpkin-Recipe/,Didis tasty kitchen,Main Course,3,428
How to Make a Breakfast Burrito,/id/How-to-Make-a-Breakfast-Burrito/,The Culinary Camper,Breakfast,31,1300
DIY Drip Coffee Brewer,/id/DIY-Drip-Coffee-Brewer/,aaahotdog,Coffee,12,2300
Crépe Style Omelette,/id/Cr%C3%A9pe-Style-Omelette/,autumsawesome,Breakfast,14,601
Easy German Pancakes/Dutch Babies Recipe,/id/Easy-German-PancakesDutch-Babies-Recipe/,In The Kitchen With Matt,Breakfast,67,2400
Bake the Delicious Choco Chip Cake,/id/Bake-the-Delicious-Choco-Chip-Cake/,himanksharma,Cake,14,960
Barbecue Pizza Rolls Recipe,/id/Barbecue-Pizza-Rolls-Recipe/,Didis tasty kitchen,Pizza,25,584
How to Make Breakfast Pizza,/id/Breakfast-Pizza-4/,The Culinary Camper,Breakfast,100,8500
How to Make Pancit! (A Famous Filipino Dish),/id/How-to-Make-Pancit-A-Famous-Filipino-Dish/,ayfluent,Main Course,19,2300
Spring Popcorn Caramel Pops,/id/Spring-Popcorn-Caramel-Pops/,Marishas Couture,Candy,8,572
Pork & Chicken Sliced With Creamy Capers Sauce Recipe,/id/Pork-Chicken-Sliced-With-Creamy-Capers-Sauce-Recip/,Didis tasty kitchen,Main Course,9,358
"Potatoe Pot With Zucchini, Eggplant & Pepperoni Recipe",/id/Potatoe-Pot-With-Zucchini-Eggplant-Pepperoni-Recip/,Didis tasty kitchen,Soups & Stews,6,390
Chicken Vegetables Soup Recipe,/id/Chicken-Vegetables-Soup-Recipe/,FoodforDude,Soups & Stews,11,363
Tortilla Pizza Cake With Salami  French Soft Cheese Recipe,/id/Tortilla-Pizza-Cake-With-Salami-French-Soft-Cheese/,FoodforDude,Pizza,11,407
Stuffed Chicken With Bacon Jalapeno & Limburger Recipe,/id/Stuffed-Chicken-With-Bacon-Jalapeno-Limburger-Reci/,FoodforDude,Main Course,7,212
How to Make Cheese Toastie Dippers,/id/How-to-Make-Cheese-Toastie-Dippers/,Russian Dude,Bread,36,1300
No Bake Graham Cracker Cake,/id/No-Bake-Graham-Cracker-Cake/,cheerhannah7,Dessert,13,1900
How to Make Chocolate Chip Cookies,/id/How-to-Make-Chocolate-Chip-Cookies-6/,DevinC37,Cookies,6,1400
Chocolate Banana Breakfast Toast,/id/Chocolate-Banana-Breakfast-Toast/,HappyFoods,Breakfast,15,580
Ratatouille's Traditional French Ratatouille : Original Innovative Recipe,/id/Ratatouilles-Traditional-French-Ratatouille-Origin/,mitantig,Vegetarian & Vegan,34,11000
Breakfast Burrito,/id/Breakfast-Burrito/,EdgardoT5,Breakfast,15,1200
Grandpa Fudge Cookies,/id/Grandpa-Fudge-Cookies/,Injustice01,Cookies,24,8900
Overnight Healthy Oats Porridge,/id/Overnight-Healthy-Oats-Porridge/,sindoori,Breakfast,11,732
Sober Fish Tacos: Meal,/id/Sober-Fish-Tacos-Meal/,curlimee,Main Course,6,416
Easy-to-make Macarons With Edible Decals,/id/Easy-to-make-Macarons-With-Edible-Decals/,mccalldk,Cookies,7,5400
Wisp of Bread,/id/Wisp-of-Bread/,Joerg Engels,Bread,18,1800
"OVEN ROASTED PORK WITH APPLES, PEARS, PINEAPPLE, AND ONIONS",/id/OVEN-ROASTED-PORK-WITH-APPLES-PEARS-PINEAPPLE-AND-/,THE GOURMET GRANDPA,Main Course,9,898
Crispy Hash Browns,/id/Crispy-Hash-Browns/,Squishy_razor,Breakfast,23,1600
Your First Moroccan Lamb Stew,/id/Your-First-Moroccan-Lamb-Stew/,sivad_werdna,Soups & Stews,11,513
6 Layer Dip ,/id/6-Layer-Dip/,lhradney01,Snacks & Appetizers,12,511
Homemade Strawberry Jelly,/id/Homemade-Strawberry-Jelly/,Random Gadget Hacks,Breakfast,18,505
Benedict in a Basket,/id/Benedict-in-a-Basket/,jonesaw,Breakfast,12,861
"Spudnut Cinnamon Rolls and Coffee, Breakfast of Real People ",/id/Spudnut-Cinnamon-Rolls-and-Coffee-Breakfast-of-Rea/,YdnicR,Breakfast,19,1400
Greek Meat & Cheese Pizza Ring Recipe,/id/Greek-Meat-Cheese-Pizza-Ring-Recipe/,Didis tasty kitchen,Pizza,20,526
Mushroom Parsley Omelet Recipe,/id/Mushroom-Parsley-Omelet-Recipe/,FoodforDude,Breakfast,4,302
Ground Beef Cake With Pickled Cabbage & Paprika Recipe,/id/Ground-Beef-Cake-With-Pickled-Cabbage-Paprika-Reci/,FoodforDude,Main Course,9,414
Bacon Burger With Mustard Cheese Recipe,/id/Bacon-Burger-With-Mustard-Cheese-Recipe/,FoodforDude,Bacon,14,816
Ground Beef Tortilla Pizza With Soybean Recipe,/id/Ground-Beef-Tortilla-Pizza-With-Soybean-Recipe/,Didis tasty kitchen,Pizza,11,459
How to Make Crepes,/id/How-to-Make-Crepes-5/,In The Kitchen With Matt,Breakfast,187,28000
Install PID Onto Saeco SIN006,/id/Install-PID-Onto-Saeco-SIN006/,d3sl91,Coffee,20,3300
Super Salad Veggie Burger Pockets,/id/Super-Salad-Veggie-Burger-Pockets/,NicholasF57,Vegetarian & Vegan,6,340
Easy Homemade Ice Cream,/id/Easy-Homemade-Ice-Cream/,awolf319,Dessert,26,2200
Black Bean Brownies,/id/Black-Bean-Brownies/,OP OP,Cake,28,1100
Pane Bianco,/id/Pane-Bianco/,bobcatsteph3,Bread,21,2000
How to Make: Sous Vide Egg Bites,/id/How-to-Make-Sous-Vide-Egg-Bites/,Food-D,Breakfast,23,8300
Healthier Sweet Rolls,/id/Healthy-Sweet-Rolls/,mepepepep.,Breakfast,6,619
Matcha Marble Raisin Bread,/id/Matcha-Marble-Raisin-Bread/,calilulu888,Bread,6,543
Sprite Rolls,/id/Sprite-Rolls/,YdnicR,Bread,26,3400
"Super Fluffy Bread Rolls 3 Ways: Plain, Garlic & Pretzel!",/id/Super-Fluffy-Bread-Rolls-3-Ways-Plain-Garlic-Pretz/,Blue Galley,Bread,72,3100
Non Hybridized Einkorn Ancient Bread ,/id/Non-Hybridized-Einkorn-Ancient-Bread/,sunshiine,Bread,19,1100
Cheesy Bites Pizza,/id/Cheesy-Bites-Pizza/,Sic_Girl,Pizza,35,4000
Wheat&rye Loaf With Walnuts and Raisins,/id/Wheatrye-Loaf-With-Walnuts-and-Raisins/,del_valle,Bread,7,453
